top_percentile,min_same_authors,min_consensus,window_days,horizon_days,split_day,split,raw_events,n_events,n_tickers,n_months,max_ticker_share,excess_hit_rate,excess_hit_ci_low,excess_hit_ci_high,avg_directional_excess_pct,median_directional_excess_pct,excess_payoff_ratio,excess_profit_factor,positive_month_rate,avg_monthly_excess_pct,monthly_lcb_score
5,6,0.6,7,20,2026-03-12,test,1,1,1,1,1.0,0.0,0.0,0.7934506856227626,-0.16715742401112288,-0.16715742401112288,,,0.0,-0.16715742401112288,
5,6,0.67,7,20,2026-03-12,all,1,1,1,1,1.0,0.0,0.0,0.7934506856227626,-0.16715742401112288,-0.16715742401112288,,,0.0,-0.16715742401112288,
5,6,0.67,7,20,2026-03-12,train,0,0,0,0,,,,,,,,,,,
5,6,0.67,7,20,2026-03-12,test,1,1,1,1,1.0,0.0,0.0,0.7934506856227626,-0.16715742401112288,-0.16715742401112288,,,0.0,-0.16715742401112288,
5,6,0.75,7,20,2026-03-12,all,1,1,1,1,1.0,0.0,0.0,0.7934506856227626,-0.16715742401112288,-0.16715742401112288,,,0.0,-0.16715742401112288,
5,6,0.75,7,20,2026-03-12,train,0,0,0,0,,,,,,,,,,,
5,6,0.75,7,20,2026-03-12,test,1,1,1,1,1.0,0.0,0.0,0.7934506856227626,-0.16715742401112288,-0.16715742401112288,,,0.0,-0.16715742401112288,
5,6,0.8,7,20,2026-03-12,all,1,1,1,1,1.0,0.0,0.0,0.7934506856227626,-0.16715742401112288,-0.16715742401112288,,,0.0,-0.16715742401112288,
5,6,0.8,7,20,2026-03-12,train,0,0,0,0,,,,,,,,,,,
5,6,0.8,7,20,2026-03-12,test,1,1,1,1,1.0,0.0,0.0,0.7934506856227626,-0.16715742401112288,-0.16715742401112288,,,0.0,-0.16715742401112288,
5,8,0.55,7,20,2026-03-12,all,0,0,0,0,,,,,,,,,,,
5,8,0.55,7,20,2026-03-12,train,0,0,0,0,,,,,,,,,,,
