asof_day,source,segment_type,segment_key,population,ranked_rows
2026-04-22,x,horizon,180D,109,109
2026-04-22,x,horizon,1D,324,324
2026-04-22,x,horizon,20D,328,328
2026-04-22,x,horizon,5D,361,361
2026-04-22,x,horizon,60D,270,270
2026-04-22,x,horizon,90D,262,262
2026-04-22,x,investor_type,flow_momentum,195,195
2026-04-22,x,investor_type,fundamental,137,137
2026-04-22,x,investor_type,mixed,10,10
2026-04-22,x,investor_type,technical,121,121
2026-04-22,x,narrative,ai_infra,42,42
2026-04-22,x,narrative,consumer,16,16
2026-04-22,x,narrative,crypto,48,48
2026-04-22,x,narrative,ev,20,20
2026-04-22,x,narrative,fintech,14,14
2026-04-22,x,narrative,media,3,3
2026-04-22,x,narrative,semis,50,50
2026-04-22,x,narrative,software,14,14
2026-04-23,x,horizon,180D,111,111
2026-04-23,x,horizon,1D,329,329
2026-04-23,x,horizon,20D,330,330
2026-04-23,x,horizon,5D,364,364
2026-04-23,x,horizon,60D,275,275
2026-04-23,x,horizon,90D,264,264
2026-04-23,x,investor_type,flow_momentum,197,197
2026-04-23,x,investor_type,fundamental,139,139
2026-04-23,x,investor_type,mixed,10,10
2026-04-23,x,investor_type,technical,122,122
2026-04-23,x,narrative,ai_infra,43,43
2026-04-23,x,narrative,consumer,16,16
2026-04-23,x,narrative,crypto,48,48
2026-04-23,x,narrative,ev,21,21
2026-04-23,x,narrative,fintech,14,14
2026-04-23,x,narrative,media,3,3
2026-04-23,x,narrative,semis,51,51
2026-04-23,x,narrative,software,15,15
2026-04-24,x,horizon,180D,116,116
2026-04-24,x,horizon,1D,330,330
2026-04-24,x,horizon,20D,331,331
2026-04-24,x,horizon,5D,364,364
2026-04-24,x,horizon,60D,275,275
2026-04-24,x,horizon,90D,265,265
2026-04-24,x,investor_type,flow_momentum,199,199
2026-04-24,x,investor_type,fundamental,140,140
2026-04-24,x,investor_type,mixed,10,10
2026-04-24,x,investor_type,technical,123,123
2026-04-24,x,narrative,ai_infra,43,43
2026-04-24,x,narrative,consumer,16,16
2026-04-24,x,narrative,crypto,48,48
2026-04-24,x,narrative,ev,21,21
2026-04-24,x,narrative,fintech,14,14
2026-04-24,x,narrative,media,3,3
2026-04-24,x,narrative,semis,52,52
2026-04-24,x,narrative,software,15,15
2026-04-25,x,horizon,180D,120,120
2026-04-25,x,horizon,1D,332,332
2026-04-25,x,horizon,20D,333,333
2026-04-25,x,horizon,5D,366,366
2026-04-25,x,horizon,60D,276,276
2026-04-25,x,horizon,90D,267,267
2026-04-25,x,investor_type,flow_momentum,201,201
2026-04-25,x,investor_type,fundamental,143,143
2026-04-25,x,investor_type,mixed,10,10
2026-04-25,x,investor_type,technical,123,123
2026-04-25,x,narrative,ai_infra,43,43
2026-04-25,x,narrative,consumer,16,16
2026-04-25,x,narrative,crypto,48,48
2026-04-25,x,narrative,ev,21,21
2026-04-25,x,narrative,fintech,14,14
2026-04-25,x,narrative,media,3,3
2026-04-25,x,narrative,semis,54,54
2026-04-25,x,narrative,software,15,15
2026-04-26,x,horizon,180D,120,120
2026-04-26,x,horizon,1D,332,332
2026-04-26,x,horizon,20D,333,333
2026-04-26,x,horizon,5D,366,366
2026-04-26,x,horizon,60D,276,276
2026-04-26,x,horizon,90D,267,267
2026-04-26,x,investor_type,flow_momentum,201,201
2026-04-26,x,investor_type,fundamental,143,143
2026-04-26,x,investor_type,mixed,10,10
2026-04-26,x,investor_type,technical,123,123
2026-04-26,x,narrative,ai_infra,43,43
2026-04-26,x,narrative,consumer,16,16
2026-04-26,x,narrative,crypto,48,48
2026-04-26,x,narrative,ev,21,21
2026-04-26,x,narrative,fintech,14,14
2026-04-26,x,narrative,media,3,3
2026-04-26,x,narrative,semis,54,54
2026-04-26,x,narrative,software,15,15
2026-04-27,x,horizon,180D,120,120
2026-04-27,x,horizon,1D,332,332
2026-04-27,x,horizon,20D,333,333
2026-04-27,x,horizon,5D,366,366
2026-04-27,x,horizon,60D,276,276
2026-04-27,x,horizon,90D,267,267
2026-04-27,x,investor_type,flow_momentum,201,201
2026-04-27,x,investor_type,fundamental,143,143
2026-04-27,x,investor_type,mixed,10,10
2026-04-27,x,investor_type,technical,123,123
2026-04-27,x,narrative,ai_infra,43,43
2026-04-27,x,narrative,consumer,16,16
2026-04-27,x,narrative,crypto,48,48
2026-04-27,x,narrative,ev,21,21
2026-04-27,x,narrative,fintech,14,14
2026-04-27,x,narrative,media,3,3
2026-04-27,x,narrative,semis,54,54
2026-04-27,x,narrative,software,15,15
2026-04-28,x,horizon,180D,121,121
2026-04-28,x,horizon,1D,333,333
2026-04-28,x,horizon,20D,335,335
2026-04-28,x,horizon,5D,371,371
2026-04-28,x,horizon,60D,280,280
2026-04-28,x,horizon,90D,270,270
2026-04-28,x,investor_type,flow_momentum,205,205
2026-04-28,x,investor_type,fundamental,142,142
2026-04-28,x,investor_type,mixed,10,10
2026-04-28,x,investor_type,technical,124,124
2026-04-28,x,narrative,ai_infra,43,43
2026-04-28,x,narrative,consumer,16,16
2026-04-28,x,narrative,crypto,48,48
2026-04-28,x,narrative,ev,21,21
2026-04-28,x,narrative,fintech,14,14
2026-04-28,x,narrative,media,3,3
2026-04-28,x,narrative,semis,54,54
2026-04-28,x,narrative,software,15,15
2026-04-29,x,horizon,180D,126,126
2026-04-29,x,horizon,1D,332,332
2026-04-29,x,horizon,20D,337,337
2026-04-29,x,horizon,5D,373,373
2026-04-29,x,horizon,60D,281,281
2026-04-29,x,horizon,90D,274,274
2026-04-29,x,investor_type,flow_momentum,207,207
2026-04-29,x,investor_type,fundamental,143,143
2026-04-29,x,investor_type,mixed,10,10
2026-04-29,x,investor_type,technical,126,126
2026-04-29,x,narrative,ai_infra,44,44
2026-04-29,x,narrative,consumer,16,16
2026-04-29,x,narrative,crypto,48,48
2026-04-29,x,narrative,ev,21,21
2026-04-29,x,narrative,fintech,14,14
2026-04-29,x,narrative,media,3,3
2026-04-29,x,narrative,semis,53,53
2026-04-29,x,narrative,software,15,15
2026-04-30,x,horizon,180D,127,127
2026-04-30,x,horizon,1D,332,332
2026-04-30,x,horizon,20D,337,337
2026-04-30,x,horizon,5D,375,375
2026-04-30,x,horizon,60D,284,284
2026-04-30,x,horizon,90D,278,278
2026-04-30,x,investor_type,flow_momentum,208,208
2026-04-30,x,investor_type,fundamental,143,143
2026-04-30,x,investor_type,mixed,10,10
2026-04-30,x,investor_type,technical,128,128
2026-04-30,x,narrative,ai_infra,44,44
2026-04-30,x,narrative,consumer,16,16
2026-04-30,x,narrative,crypto,50,50
2026-04-30,x,narrative,ev,21,21
2026-04-30,x,narrative,fintech,14,14
2026-04-30,x,narrative,media,3,3
2026-04-30,x,narrative,semis,56,56
2026-04-30,x,narrative,software,15,15
2026-05-01,x,horizon,180D,128,128
2026-05-01,x,horizon,1D,333,333
2026-05-01,x,horizon,20D,339,339
2026-05-01,x,horizon,5D,377,377
2026-05-01,x,horizon,60D,286,286
2026-05-01,x,horizon,90D,280,280
2026-05-01,x,investor_type,flow_momentum,210,210
2026-05-01,x,investor_type,fundamental,143,143
2026-05-01,x,investor_type,mixed,10,10
2026-05-01,x,investor_type,technical,129,129
2026-05-01,x,narrative,ai_infra,44,44
2026-05-01,x,narrative,consumer,17,17
2026-05-01,x,narrative,crypto,50,50
2026-05-01,x,narrative,ev,21,21
2026-05-01,x,narrative,fintech,14,14
2026-05-01,x,narrative,media,3,3
2026-05-01,x,narrative,semis,58,58
2026-05-01,x,narrative,software,15,15
2026-05-02,x,horizon,180D,129,129
2026-05-02,x,horizon,1D,334,334
2026-05-02,x,horizon,20D,341,341
2026-05-02,x,horizon,5D,380,380
2026-05-02,x,horizon,60D,289,289
2026-05-02,x,horizon,90D,283,283
2026-05-02,x,investor_type,flow_momentum,210,210
2026-05-02,x,investor_type,fundamental,146,146
2026-05-02,x,investor_type,mixed,10,10
2026-05-02,x,investor_type,technical,129,129
2026-05-02,x,narrative,ai_infra,44,44
2026-05-02,x,narrative,consumer,17,17
2026-05-02,x,narrative,crypto,50,50
2026-05-02,x,narrative,ev,21,21
2026-05-02,x,narrative,fintech,14,14
2026-05-02,x,narrative,media,3,3
2026-05-02,x,narrative,semis,59,59
2026-05-02,x,narrative,software,15,15
2026-05-03,x,horizon,180D,129,129
2026-05-03,x,horizon,1D,334,334
2026-05-03,x,horizon,20D,341,341
2026-05-03,x,horizon,5D,380,380
2026-05-03,x,horizon,60D,289,289
2026-05-03,x,horizon,90D,283,283
2026-05-03,x,investor_type,flow_momentum,210,210
2026-05-03,x,investor_type,fundamental,146,146
2026-05-03,x,investor_type,mixed,10,10
2026-05-03,x,investor_type,technical,129,129
2026-05-03,x,narrative,ai_infra,44,44
2026-05-03,x,narrative,consumer,17,17
2026-05-03,x,narrative,crypto,50,50
2026-05-03,x,narrative,ev,21,21
2026-05-03,x,narrative,fintech,14,14
2026-05-03,x,narrative,media,3,3
2026-05-03,x,narrative,semis,59,59
2026-05-03,x,narrative,software,15,15
2026-05-04,x,horizon,180D,129,129
2026-05-04,x,horizon,1D,334,334
2026-05-04,x,horizon,20D,341,341
2026-05-04,x,horizon,5D,380,380
2026-05-04,x,horizon,60D,289,289
2026-05-04,x,horizon,90D,283,283
2026-05-04,x,investor_type,flow_momentum,210,210
2026-05-04,x,investor_type,fundamental,146,146
2026-05-04,x,investor_type,mixed,10,10
2026-05-04,x,investor_type,technical,129,129
2026-05-04,x,narrative,ai_infra,44,44
2026-05-04,x,narrative,consumer,17,17
2026-05-04,x,narrative,crypto,50,50
2026-05-04,x,narrative,ev,21,21
2026-05-04,x,narrative,fintech,14,14
2026-05-04,x,narrative,media,3,3
2026-05-04,x,narrative,semis,59,59
2026-05-04,x,narrative,software,15,15
2026-05-05,x,horizon,180D,132,132
2026-05-05,x,horizon,1D,335,335
2026-05-05,x,horizon,20D,347,347
2026-05-05,x,horizon,5D,382,382
2026-05-05,x,horizon,60D,293,293
2026-05-05,x,horizon,90D,288,288
2026-05-05,x,investor_type,flow_momentum,210,210
2026-05-05,x,investor_type,fundamental,148,148
2026-05-05,x,investor_type,mixed,10,10
2026-05-05,x,investor_type,technical,130,130
2026-05-05,x,narrative,ai_infra,45,45
2026-05-05,x,narrative,consumer,17,17
2026-05-05,x,narrative,crypto,50,50
2026-05-05,x,narrative,ev,21,21
2026-05-05,x,narrative,fintech,14,14
2026-05-05,x,narrative,media,3,3
2026-05-05,x,narrative,semis,59,59
2026-05-05,x,narrative,software,15,15
2026-05-06,x,horizon,180D,134,134
2026-05-06,x,horizon,1D,338,338
2026-05-06,x,horizon,20D,349,349
2026-05-06,x,horizon,5D,386,386
2026-05-06,x,horizon,60D,296,296
2026-05-06,x,horizon,90D,290,290
2026-05-06,x,investor_type,flow_momentum,211,211
2026-05-06,x,investor_type,fundamental,153,153
2026-05-06,x,investor_type,mixed,10,10
2026-05-06,x,investor_type,technical,132,132
2026-05-06,x,narrative,ai_infra,46,46
2026-05-06,x,narrative,consumer,18,18
2026-05-06,x,narrative,crypto,51,51
2026-05-06,x,narrative,ev,22,22
2026-05-06,x,narrative,fintech,14,14
2026-05-06,x,narrative,media,3,3
2026-05-06,x,narrative,semis,59,59
2026-05-06,x,narrative,software,15,15
2026-05-07,x,horizon,180D,139,139
2026-05-07,x,horizon,1D,338,338
2026-05-07,x,horizon,20D,351,351
2026-05-07,x,horizon,5D,387,387
2026-05-07,x,horizon,60D,297,297
2026-05-07,x,horizon,90D,290,290
2026-05-07,x,investor_type,flow_momentum,212,212
2026-05-07,x,investor_type,fundamental,153,153
2026-05-07,x,investor_type,mixed,10,10
2026-05-07,x,investor_type,technical,133,133
2026-05-07,x,narrative,ai_infra,46,46
2026-05-07,x,narrative,consumer,18,18
2026-05-07,x,narrative,crypto,51,51
2026-05-07,x,narrative,ev,22,22
2026-05-07,x,narrative,fintech,14,14
2026-05-07,x,narrative,media,3,3
2026-05-07,x,narrative,semis,59,59
2026-05-07,x,narrative,software,15,15
2026-05-08,x,horizon,180D,141,141
2026-05-08,x,horizon,1D,342,342
2026-05-08,x,horizon,20D,351,351
2026-05-08,x,horizon,5D,391,391
2026-05-08,x,horizon,60D,297,297
2026-05-08,x,horizon,90D,291,291
2026-05-08,x,investor_type,flow_momentum,213,213
2026-05-08,x,investor_type,fundamental,153,153
2026-05-08,x,investor_type,mixed,10,10
2026-05-08,x,investor_type,technical,135,135
2026-05-08,x,narrative,ai_infra,46,46
2026-05-08,x,narrative,consumer,18,18
2026-05-08,x,narrative,crypto,51,51
2026-05-08,x,narrative,ev,22,22
2026-05-08,x,narrative,fintech,14,14
2026-05-08,x,narrative,media,3,3
2026-05-08,x,narrative,semis,62,62
2026-05-08,x,narrative,software,15,15
2026-05-09,x,horizon,180D,143,143
2026-05-09,x,horizon,1D,341,341
2026-05-09,x,horizon,20D,355,355
2026-05-09,x,horizon,5D,391,391
2026-05-09,x,horizon,60D,297,297
2026-05-09,x,horizon,90D,293,293
2026-05-09,x,investor_type,flow_momentum,213,213
2026-05-09,x,investor_type,fundamental,153,153
2026-05-09,x,investor_type,mixed,10,10
2026-05-09,x,investor_type,technical,137,137
2026-05-09,x,narrative,ai_infra,48,48
2026-05-09,x,narrative,consumer,18,18
2026-05-09,x,narrative,crypto,52,52
2026-05-09,x,narrative,ev,22,22
2026-05-09,x,narrative,fintech,14,14
2026-05-09,x,narrative,media,3,3
2026-05-09,x,narrative,semis,62,62
2026-05-09,x,narrative,software,16,16
2026-05-10,x,horizon,180D,143,143
2026-05-10,x,horizon,1D,341,341
2026-05-10,x,horizon,20D,355,355
2026-05-10,x,horizon,5D,391,391
2026-05-10,x,horizon,60D,297,297
2026-05-10,x,horizon,90D,293,293
2026-05-10,x,investor_type,flow_momentum,213,213
2026-05-10,x,investor_type,fundamental,153,153
2026-05-10,x,investor_type,mixed,10,10
2026-05-10,x,investor_type,technical,137,137
2026-05-10,x,narrative,ai_infra,48,48
2026-05-10,x,narrative,consumer,18,18
2026-05-10,x,narrative,crypto,52,52
2026-05-10,x,narrative,ev,22,22
2026-05-10,x,narrative,fintech,14,14
2026-05-10,x,narrative,media,3,3
2026-05-10,x,narrative,semis,62,62
2026-05-10,x,narrative,software,16,16
2026-05-11,x,horizon,180D,143,143
2026-05-11,x,horizon,1D,341,341
2026-05-11,x,horizon,20D,355,355
2026-05-11,x,horizon,5D,391,391
2026-05-11,x,horizon,60D,297,297
2026-05-11,x,horizon,90D,293,293
2026-05-11,x,investor_type,flow_momentum,213,213
2026-05-11,x,investor_type,fundamental,153,153
2026-05-11,x,investor_type,mixed,10,10
2026-05-11,x,investor_type,technical,137,137
2026-05-11,x,narrative,ai_infra,48,48
2026-05-11,x,narrative,consumer,18,18
2026-05-11,x,narrative,crypto,52,52
2026-05-11,x,narrative,ev,22,22
2026-05-11,x,narrative,fintech,14,14
2026-05-11,x,narrative,media,3,3
2026-05-11,x,narrative,semis,62,62
2026-05-11,x,narrative,software,16,16
2026-05-12,x,horizon,180D,148,148
2026-05-12,x,horizon,1D,348,348
2026-05-12,x,horizon,20D,360,360
2026-05-12,x,horizon,5D,396,396
2026-05-12,x,horizon,60D,303,303
2026-05-12,x,horizon,90D,299,299
2026-05-12,x,investor_type,flow_momentum,214,214
2026-05-12,x,investor_type,fundamental,154,154
2026-05-12,x,investor_type,mixed,10,10
2026-05-12,x,investor_type,technical,138,138
2026-05-12,x,narrative,ai_infra,49,49
2026-05-12,x,narrative,consumer,18,18
2026-05-12,x,narrative,crypto,53,53
2026-05-12,x,narrative,ev,22,22
2026-05-12,x,narrative,fintech,14,14
2026-05-12,x,narrative,media,3,3
2026-05-12,x,narrative,semis,64,64
2026-05-12,x,narrative,software,16,16
2026-05-13,x,horizon,180D,152,152
2026-05-13,x,horizon,1D,352,352
2026-05-13,x,horizon,20D,363,363
2026-05-13,x,horizon,5D,399,399
2026-05-13,x,horizon,60D,303,303
2026-05-13,x,horizon,90D,303,303
2026-05-13,x,investor_type,flow_momentum,220,220
2026-05-13,x,investor_type,fundamental,157,157
2026-05-13,x,investor_type,mixed,11,11
2026-05-13,x,investor_type,technical,140,140
2026-05-13,x,narrative,ai_infra,50,50
2026-05-13,x,narrative,consumer,18,18
2026-05-13,x,narrative,crypto,53,53
2026-05-13,x,narrative,ev,22,22
2026-05-13,x,narrative,fintech,15,15
2026-05-13,x,narrative,media,3,3
2026-05-13,x,narrative,semis,65,65
2026-05-13,x,narrative,software,16,16
2026-05-14,x,horizon,180D,154,154
2026-05-14,x,horizon,1D,362,362
2026-05-14,x,horizon,20D,370,370
2026-05-14,x,horizon,5D,403,403
2026-05-14,x,horizon,60D,303,303
2026-05-14,x,horizon,90D,306,306
2026-05-14,x,investor_type,flow_momentum,223,223
2026-05-14,x,investor_type,fundamental,158,158
2026-05-14,x,investor_type,mixed,11,11
2026-05-14,x,investor_type,technical,143,143
2026-05-14,x,narrative,ai_infra,52,52
2026-05-14,x,narrative,consumer,18,18
2026-05-14,x,narrative,crypto,54,54
2026-05-14,x,narrative,ev,22,22
2026-05-14,x,narrative,fintech,15,15
2026-05-14,x,narrative,media,2,2
2026-05-14,x,narrative,semis,66,66
2026-05-14,x,narrative,software,16,16
2026-05-15,x,horizon,180D,158,158
2026-05-15,x,horizon,1D,366,366
2026-05-15,x,horizon,20D,372,372
2026-05-15,x,horizon,5D,403,403
2026-05-15,x,horizon,60D,306,306
2026-05-15,x,horizon,90D,310,310
2026-05-15,x,investor_type,flow_momentum,225,225
2026-05-15,x,investor_type,fundamental,160,160
2026-05-15,x,investor_type,mixed,11,11
2026-05-15,x,investor_type,technical,144,144
2026-05-15,x,narrative,ai_infra,52,52
2026-05-15,x,narrative,consumer,18,18
2026-05-15,x,narrative,crypto,54,54
2026-05-15,x,narrative,ev,22,22
2026-05-15,x,narrative,fintech,15,15
2026-05-15,x,narrative,media,3,3
2026-05-15,x,narrative,semis,66,66
2026-05-15,x,narrative,software,16,16
2026-05-16,x,horizon,180D,161,161
2026-05-16,x,horizon,1D,368,368
2026-05-16,x,horizon,20D,376,376
2026-05-16,x,horizon,5D,406,406
2026-05-16,x,horizon,60D,307,307
2026-05-16,x,horizon,90D,311,311
2026-05-16,x,investor_type,flow_momentum,230,230
2026-05-16,x,investor_type,fundamental,162,162
2026-05-16,x,investor_type,mixed,11,11
2026-05-16,x,investor_type,technical,145,145
2026-05-16,x,narrative,ai_infra,52,52
2026-05-16,x,narrative,consumer,18,18
2026-05-16,x,narrative,crypto,54,54
2026-05-16,x,narrative,ev,23,23
2026-05-16,x,narrative,fintech,15,15
2026-05-16,x,narrative,media,3,3
2026-05-16,x,narrative,semis,66,66
2026-05-16,x,narrative,software,16,16
2026-05-17,x,horizon,180D,161,161
2026-05-17,x,horizon,1D,368,368
2026-05-17,x,horizon,20D,376,376
2026-05-17,x,horizon,5D,406,406
2026-05-17,x,horizon,60D,307,307
2026-05-17,x,horizon,90D,311,311
2026-05-17,x,investor_type,flow_momentum,230,230
2026-05-17,x,investor_type,fundamental,162,162
2026-05-17,x,investor_type,mixed,11,11
2026-05-17,x,investor_type,technical,145,145
2026-05-17,x,narrative,ai_infra,52,52
2026-05-17,x,narrative,consumer,18,18
2026-05-17,x,narrative,crypto,54,54
2026-05-17,x,narrative,ev,23,23
2026-05-17,x,narrative,fintech,15,15
2026-05-17,x,narrative,media,3,3
2026-05-17,x,narrative,semis,66,66
2026-05-17,x,narrative,software,16,16
2026-05-18,x,horizon,180D,161,161
2026-05-18,x,horizon,1D,368,368
2026-05-18,x,horizon,20D,376,376
2026-05-18,x,horizon,5D,406,406
2026-05-18,x,horizon,60D,307,307
2026-05-18,x,horizon,90D,311,311
2026-05-18,x,investor_type,flow_momentum,230,230
2026-05-18,x,investor_type,fundamental,162,162
2026-05-18,x,investor_type,mixed,11,11
2026-05-18,x,investor_type,technical,145,145
2026-05-18,x,narrative,ai_infra,52,52
2026-05-18,x,narrative,consumer,18,18
2026-05-18,x,narrative,crypto,54,54
2026-05-18,x,narrative,ev,23,23
2026-05-18,x,narrative,fintech,15,15
2026-05-18,x,narrative,media,3,3
2026-05-18,x,narrative,semis,66,66
2026-05-18,x,narrative,software,16,16
2026-05-19,x,horizon,180D,166,166
2026-05-19,x,horizon,1D,371,371
2026-05-19,x,horizon,20D,380,380
2026-05-19,x,horizon,5D,410,410
2026-05-19,x,horizon,60D,309,309
2026-05-19,x,horizon,90D,317,317
2026-05-19,x,investor_type,flow_momentum,231,231
2026-05-19,x,investor_type,fundamental,163,163
2026-05-19,x,investor_type,mixed,10,10
2026-05-19,x,investor_type,technical,147,147
2026-05-19,x,narrative,ai_infra,53,53
2026-05-19,x,narrative,consumer,19,19
2026-05-19,x,narrative,crypto,55,55
2026-05-19,x,narrative,ev,23,23
2026-05-19,x,narrative,fintech,15,15
2026-05-19,x,narrative,media,3,3
2026-05-19,x,narrative,semis,66,66
2026-05-19,x,narrative,software,17,17
2026-05-20,x,horizon,180D,167,167
2026-05-20,x,horizon,1D,374,374
2026-05-20,x,horizon,20D,383,383
2026-05-20,x,horizon,5D,414,414
2026-05-20,x,horizon,60D,310,310
2026-05-20,x,horizon,90D,320,320
2026-05-20,x,investor_type,flow_momentum,236,236
2026-05-20,x,investor_type,fundamental,164,164
2026-05-20,x,investor_type,mixed,10,10
2026-05-20,x,investor_type,technical,151,151
2026-05-20,x,narrative,ai_infra,56,56
2026-05-20,x,narrative,consumer,19,19
2026-05-20,x,narrative,crypto,55,55
2026-05-20,x,narrative,ev,23,23
2026-05-20,x,narrative,fintech,15,15
2026-05-20,x,narrative,media,3,3
2026-05-20,x,narrative,semis,74,74
2026-05-20,x,narrative,software,18,18
2026-05-21,x,horizon,180D,169,169
2026-05-21,x,horizon,1D,377,377
2026-05-21,x,horizon,20D,383,383
2026-05-21,x,horizon,5D,416,416
2026-05-21,x,horizon,60D,309,309
2026-05-21,x,horizon,90D,322,322
2026-05-21,x,investor_type,flow_momentum,237,237
2026-05-21,x,investor_type,fundamental,164,164
2026-05-21,x,investor_type,mixed,10,10
2026-05-21,x,investor_type,technical,151,151
2026-05-21,x,narrative,ai_infra,56,56
2026-05-21,x,narrative,consumer,19,19
2026-05-21,x,narrative,crypto,55,55
2026-05-21,x,narrative,ev,23,23
2026-05-21,x,narrative,fintech,15,15
2026-05-21,x,narrative,media,3,3
2026-05-21,x,narrative,semis,77,77
2026-05-21,x,narrative,software,18,18
2026-05-22,x,horizon,180D,171,171
2026-05-22,x,horizon,1D,378,378
2026-05-22,x,horizon,20D,388,388
2026-05-22,x,horizon,5D,419,419
2026-05-22,x,horizon,60D,311,311
2026-05-22,x,horizon,90D,327,327
2026-05-22,x,investor_type,flow_momentum,238,238
2026-05-22,x,investor_type,fundamental,166,166
2026-05-22,x,investor_type,mixed,10,10
2026-05-22,x,investor_type,technical,151,151
2026-05-22,x,narrative,ai_infra,58,58
2026-05-22,x,narrative,consumer,19,19
2026-05-22,x,narrative,crypto,56,56
2026-05-22,x,narrative,ev,23,23
2026-05-22,x,narrative,fintech,15,15
2026-05-22,x,narrative,media,3,3
2026-05-22,x,narrative,semis,78,78
2026-05-22,x,narrative,software,18,18
2026-05-23,x,horizon,180D,173,173
2026-05-23,x,horizon,1D,381,381
2026-05-23,x,horizon,20D,391,391
2026-05-23,x,horizon,5D,421,421
2026-05-23,x,horizon,60D,313,313
2026-05-23,x,horizon,90D,327,327
2026-05-23,x,investor_type,flow_momentum,240,240
2026-05-23,x,investor_type,fundamental,168,168
2026-05-23,x,investor_type,mixed,10,10
2026-05-23,x,investor_type,technical,151,151
2026-05-23,x,narrative,ai_infra,58,58
2026-05-23,x,narrative,consumer,21,21
2026-05-23,x,narrative,crypto,56,56
2026-05-23,x,narrative,ev,23,23
2026-05-23,x,narrative,fintech,15,15
2026-05-23,x,narrative,media,3,3
2026-05-23,x,narrative,semis,78,78
2026-05-23,x,narrative,software,18,18
2026-05-24,x,horizon,180D,173,173
2026-05-24,x,horizon,1D,381,381
2026-05-24,x,horizon,20D,391,391
2026-05-24,x,horizon,5D,421,421
2026-05-24,x,horizon,60D,313,313
2026-05-24,x,horizon,90D,327,327
2026-05-24,x,investor_type,flow_momentum,240,240
2026-05-24,x,investor_type,fundamental,168,168
2026-05-24,x,investor_type,mixed,10,10
2026-05-24,x,investor_type,technical,151,151
2026-05-24,x,narrative,ai_infra,58,58
2026-05-24,x,narrative,consumer,21,21
2026-05-24,x,narrative,crypto,56,56
2026-05-24,x,narrative,ev,23,23
2026-05-24,x,narrative,fintech,15,15
2026-05-24,x,narrative,media,3,3
2026-05-24,x,narrative,semis,78,78
2026-05-24,x,narrative,software,18,18
2026-05-25,x,horizon,180D,173,173
2026-05-25,x,horizon,1D,381,381
2026-05-25,x,horizon,20D,391,391
2026-05-25,x,horizon,5D,421,421
2026-05-25,x,horizon,60D,313,313
2026-05-25,x,horizon,90D,327,327
2026-05-25,x,investor_type,flow_momentum,240,240
2026-05-25,x,investor_type,fundamental,168,168
2026-05-25,x,investor_type,mixed,10,10
2026-05-25,x,investor_type,technical,151,151
2026-05-25,x,narrative,ai_infra,58,58
2026-05-25,x,narrative,consumer,21,21
2026-05-25,x,narrative,crypto,56,56
2026-05-25,x,narrative,ev,23,23
2026-05-25,x,narrative,fintech,15,15
2026-05-25,x,narrative,media,3,3
2026-05-25,x,narrative,semis,78,78
2026-05-25,x,narrative,software,18,18
2026-05-26,x,horizon,180D,173,173
2026-05-26,x,horizon,1D,381,381
2026-05-26,x,horizon,20D,391,391
2026-05-26,x,horizon,5D,421,421
2026-05-26,x,horizon,60D,313,313
2026-05-26,x,horizon,90D,327,327
2026-05-26,x,investor_type,flow_momentum,240,240
2026-05-26,x,investor_type,fundamental,168,168
2026-05-26,x,investor_type,mixed,10,10
2026-05-26,x,investor_type,technical,151,151
2026-05-26,x,narrative,ai_infra,58,58
2026-05-26,x,narrative,consumer,21,21
2026-05-26,x,narrative,crypto,56,56
2026-05-26,x,narrative,ev,23,23
2026-05-26,x,narrative,fintech,15,15
2026-05-26,x,narrative,media,3,3
2026-05-26,x,narrative,semis,78,78
2026-05-26,x,narrative,software,18,18
2026-05-27,x,horizon,180D,174,174
2026-05-27,x,horizon,1D,383,383
2026-05-27,x,horizon,20D,399,399
2026-05-27,x,horizon,5D,425,425
2026-05-27,x,horizon,60D,315,315
2026-05-27,x,horizon,90D,327,327
2026-05-27,x,investor_type,flow_momentum,240,240
2026-05-27,x,investor_type,fundamental,169,169
2026-05-27,x,investor_type,mixed,10,10
2026-05-27,x,investor_type,technical,153,153
2026-05-27,x,narrative,ai_infra,59,59
2026-05-27,x,narrative,consumer,21,21
2026-05-27,x,narrative,crypto,56,56
2026-05-27,x,narrative,ev,23,23
2026-05-27,x,narrative,fintech,15,15
2026-05-27,x,narrative,media,3,3
2026-05-27,x,narrative,semis,79,79
2026-05-27,x,narrative,software,18,18
2026-05-28,x,horizon,180D,176,176
2026-05-28,x,horizon,1D,388,388
2026-05-28,x,horizon,20D,401,401
2026-05-28,x,horizon,5D,425,425
2026-05-28,x,horizon,60D,316,316
2026-05-28,x,horizon,90D,328,328
2026-05-28,x,investor_type,flow_momentum,241,241
2026-05-28,x,investor_type,fundamental,176,176
2026-05-28,x,investor_type,mixed,10,10
2026-05-28,x,investor_type,technical,153,153
2026-05-28,x,narrative,ai_infra,61,61
2026-05-28,x,narrative,consumer,21,21
2026-05-28,x,narrative,crypto,57,57
2026-05-28,x,narrative,ev,23,23
2026-05-28,x,narrative,fintech,15,15
2026-05-28,x,narrative,media,3,3
2026-05-28,x,narrative,semis,81,81
2026-05-28,x,narrative,software,18,18
2026-05-29,x,horizon,180D,177,177
2026-05-29,x,horizon,1D,394,394
2026-05-29,x,horizon,20D,406,406
2026-05-29,x,horizon,5D,427,427
